date,open,high,low,close,volume,change_percent,avg_vol_20d
1958/8/25,47.74,47.74,47.74,47.74,2610000,0.02,3138500
1958/8/26,47.9,47.9,47.9,47.9,2910000,0.34,3118500
1958/8/27,47.91,47.91,47.91,47.91,3250000,0.02,3097000
1958/8/28,47.66,47.66,47.66,47.66,2540000,-0.52,3002000
1958/8/29,47.75,47.75,47.75,47.75,2260000,0.19,2946000
1958/9/2,48,48,48,48,2930000,0.52,2892500
1958/9/3,48.18,48.18,48.18,48.18,3240000,0.37,2844000
1958/9/4,48.1,48.1,48.1,48.1,3100000,-0.17,2827000
1958/9/5,47.97,47.97,47.97,47.97,2520000,-0.27,2793000
1958/9/8,48.13,48.13,48.13,48.13,3030000,0.33,2762000
1958/9/9,48.46,48.46,48.46,48.46,3480000,0.69,2792500
1958/9/10,48.31,48.31,48.31,48.31,2820000,-0.31,2803500
1958/9/11,48.64,48.64,48.64,48.64,3300000,0.68,2829000
1958/9/12,48.53,48.53,48.53,48.53,3100000,-0.23,2815500
1958/9/15,48.96,48.96,48.96,48.96,3040000,0.89,2819500
1958/9/16,49.35,49.35,49.35,49.35,3940000,0.8,2897000
1958/9/17,49.35,49.35,49.35,49.35,3790000,0,2974000
1958/9/18,49.38,49.38,49.38,49.38,3460000,0.06,3024000
1958/9/19,49.4,49.4,49.4,49.4,3880000,0.04,3093000
1958/9/22,49.2,49.2,49.2,49.2,3490000,-0.4,3134500
1958/9/23,49.56,49.56,49.56,49.56,3950000,0.73,3201500
1958/9/24,49.78,49.78,49.78,49.78,3120000,0.44,3212000
1958/9/25,49.57,49.57,49.57,49.57,4490000,-0.42,3274000
1958/9/26,49.66,49.66,49.66,49.66,3420000,0.18,3318000
1958/9/29,49.87,49.87,49.87,49.87,3680000,0.42,3389000
1958/9/30,50.06,50.06,50.06,50.06,4160000,0.38,3450500
1958/10/1,49.98,49.98,49.98,49.98,3780000,-0.16,3477500
1958/10/2,50.17,50.17,50.17,50.17,3750000,0.38,3510000
1958/10/3,50.37,50.37,50.37,50.37,3830000,0.4,3575500
1958/10/6,51.07,51.07,51.07,51.07,3570000,1.39,3602500
1958/10/7,51.07,51.07,51.07,51.07,3570000,0,3607000
1958/10/8,51.06,51.06,51.06,51.06,3680000,-0.02,3650000
1958/10/9,51.05,51.05,51.05,51.05,3670000,-0.02,3668500
1958/10/10,51.39,51.39,51.39,51.39,4610000,0.67,3744000
1958/10/13,51.62,51.62,51.62,51.62,4550000,0.45,3819500
1958/10/14,51.26,51.26,51.26,51.26,5110000,-0.7,3878000
1958/10/15,50.58,50.58,50.58,50.58,4810000,-1.33,3929000
1958/10/16,50.94,50.94,50.94,50.94,4560000,0.71,3984000
1958/10/17,51.46,51.46,51.46,51.46,5360000,1.02,4058000
1958/10/20,51.27,51.27,51.27,51.27,4560000,-0.37,4111500
1958/10/21,51.27,51.27,51.27,51.27,4010000,0,4114500
1958/10/22,51.07,51.07,51.07,51.07,3500000,-0.39,4133500
1958/10/23,50.97,50.97,50.97,50.97,3610000,-0.2,4089500
1958/10/24,50.81,50.81,50.81,50.81,3770000,-0.31,4107000
1958/10/27,50.42,50.42,50.42,50.42,3980000,-0.77,4122000
1958/10/28,50.58,50.58,50.58,50.58,3670000,0.32,4097500
1958/10/29,51.07,51.07,51.07,51.07,4790000,0.97,4148000
1958/10/30,51.27,51.27,51.27,51.27,4360000,0.39,4178500
1958/10/31,51.33,51.33,51.33,51.33,3920000,0.12,4183000
1958/11/3,51.56,51.56,51.56,51.56,3240000,0.45,4166500
1958/11/5,52.03,52.03,52.03,52.03,4080000,0.91,4192000
1958/11/6,52.45,52.45,52.45,52.45,4890000,0.81,4252500
1958/11/7,52.26,52.26,52.26,52.26,3700000,-0.36,4254000
1958/11/10,52.57,52.57,52.57,52.57,3730000,0.59,4210000
1958/11/11,52.98,52.98,52.98,52.98,4040000,0.78,4184500
1958/11/12,53.05,53.05,53.05,53.05,4440000,0.13,4151000
1958/11/13,52.83,52.83,52.83,52.83,4200000,-0.41,4120500
1958/11/14,53.09,53.09,53.09,53.09,4390000,0.49,4112000
1958/11/17,53.24,53.24,53.24,53.24,4540000,0.28,4071000
1958/11/18,53.13,53.13,53.13,53.13,3820000,-0.21,4034000
1958/11/19,53.2,53.2,53.2,53.2,4090000,0.13,4038000
1958/11/20,53.21,53.21,53.21,53.21,4320000,0.02,4079000
1958/11/21,52.7,52.7,52.7,52.7,3950000,-0.96,4096000
1958/11/24,52.03,52.03,52.03,52.03,4770000,-1.27,4146000
1958/11/25,51.02,51.02,51.02,51.02,3940000,-1.94,4144000
1958/11/26,51.9,51.9,51.9,51.9,4090000,1.72,4165000
1958/11/28,52.48,52.48,52.48,52.48,4120000,1.12,4131500
1958/12/1,52.69,52.69,52.69,52.69,3800000,0.4,4103500
1958/12/2,52.46,52.46,52.46,52.46,3320000,-0.44,4073500
1958/12/3,52.53,52.53,52.53,52.53,3460000,0.13,4084500
1958/12/4,52.55,52.55,52.55,52.55,3630000,0.04,4062000
1958/12/5,52.46,52.46,52.46,52.46,3360000,-0.17,3985500
1958/12/8,52.46,52.46,52.46,52.46,3590000,0,3980000
1958/12/9,52.82,52.82,52.82,52.82,3790000,0.69,3983000
1958/12/10,53.46,53.46,53.46,53.46,4340000,1.21,3998000
1958/12/11,53.35,53.35,53.35,53.35,4250000,-0.21,3988500
1958/12/12,53.22,53.22,53.22,53.22,3140000,-0.24,3935500
1958/12/15,53.37,53.37,53.37,53.37,3340000,0.28,3883000
1958/12/16,53.57,53.57,53.57,53.57,3970000,0.37,3854500
1958/12/17,53.92,53.92,53.92,53.92,3900000,0.65,3858500
1958/12/18,54.15,54.15,54.15,54.15,3900000,0.43,3849000
1958/12/19,54.07,54.07,54.07,54.07,3540000,-0.15,3810000
1958/12/22,53.71,53.71,53.71,53.71,3030000,-0.67,3764000
1958/12/23,53.42,53.42,53.42,53.42,2870000,-0.54,3669000
1958/12/24,54.11,54.11,54.11,54.11,3050000,1.29,3624500
1958/12/29,54.74,54.74,54.74,54.74,3790000,1.16,3609500
1958/12/30,54.93,54.93,54.93,54.93,3900000,0.35,3598500
1958/12/31,55.21,55.21,55.21,55.21,3970000,0.51,3607000
1959/1/2,55.44,55.44,55.44,55.44,3380000,0.42,3610000
1959/1/5,55.66,55.66,55.66,55.66,4210000,0.4,3647500
1959/1/6,55.59,55.59,55.59,55.59,3690000,-0.13,3650500
1959/1/7,54.89,54.89,54.89,54.89,4140000,-1.26,3689500
1959/1/8,55.4,55.4,55.4,55.4,4030000,0.93,3711500
1959/1/9,55.77,55.77,55.77,55.77,4760000,0.67,3760000
1959/1/12,55.78,55.78,55.78,55.78,4320000,0.02,3759000
1959/1/13,55.47,55.47,55.47,55.47,3790000,-0.56,3736000
1959/1/14,55.62,55.62,55.62,55.62,4090000,0.27,3783500
1959/1/15,55.83,55.83,55.83,55.83,4500000,0.38,3841500
1959/1/16,55.81,55.81,55.81,55.81,4300000,-0.04,3858000
1959/1/19,55.68,55.68,55.68,55.68,3840000,-0.23,3855000
1959/1/20,55.72,55.72,55.72,55.72,3680000,0.07,3844000
1959/1/21,56.04,56.04,56.04,56.04,3940000,0.57,3864000
1959/1/22,55.97,55.97,55.97,55.97,4250000,-0.12,3925000
1959/1/23,56,56,56,56,3600000,0.05,3961500
1959/1/26,55.77,55.77,55.77,55.77,3980000,-0.41,4008000
1959/1/27,55.78,55.78,55.78,55.78,3480000,0.02,3992500
1959/1/28,55.16,55.16,55.16,55.16,4190000,-1.11,4007000
1959/1/29,55.2,55.2,55.2,55.2,3470000,0.07,3982000
1959/1/30,55.45,55.45,55.45,55.45,3600000,0.45,3993000
1959/2/2,55.21,55.21,55.21,55.21,3610000,-0.43,3963000
1959/2/3,55.28,55.28,55.28,55.28,3220000,0.13,3939500
1959/2/4,55.06,55.06,55.06,55.06,3170000,-0.4,3891000
1959/2/5,54.81,54.81,54.81,54.81,3140000,-0.45,3846500
1959/2/6,54.37,54.37,54.37,54.37,3010000,-0.8,3759000
1959/2/9,53.58,53.58,53.58,53.58,3130000,-1.45,3699500
1959/2/10,54.32,54.32,54.32,54.32,2960000,1.38,3658000
1959/2/11,54.35,54.35,54.35,54.35,3000000,0.06,3603500
1959/2/12,54,54,54,54,2630000,-0.64,3510000
1959/2/13,54.42,54.42,54.42,54.42,3070000,0.78,3448500
1959/2/16,54.5,54.5,54.5,54.5,3480000,0.15,3430500
1959/2/17,54.29,54.29,54.29,54.29,3190000,-0.39,3406000
1959/2/18,54.3,54.3,54.3,54.3,3480000,0.02,3383000
1959/2/19,55.5,55.5,55.5,55.5,4160000,2.21,3378500
1959/2/20,55.52,55.52,55.52,55.52,4190000,0.04,3408000
1959/2/24,55.48,55.48,55.48,55.48,4340000,-0.07,3426000
1959/2/25,55.24,55.24,55.24,55.24,3780000,-0.43,3441000
1959/2/26,55.34,55.34,55.34,55.34,3930000,0.18,3428000
1959/2/27,55.41,55.41,55.41,55.41,4300000,0.13,3469500
1959/3/2,55.73,55.73,55.73,55.73,4210000,0.58,3500000
1959/3/3,56.25,56.25,56.25,56.25,4790000,0.93,3559000
1959/3/4,56.35,56.35,56.35,56.35,4150000,0.18,3605500
1959/3/5,56.43,56.43,56.43,56.43,3930000,0.14,3643500
1959/3/6,56.21,56.21,56.21,56.21,3930000,-0.39,3683000
1959/3/9,56.15,56.15,56.15,56.15,3530000,-0.11,3709000
1959/3/10,56.31,56.31,56.31,56.31,3920000,0.28,3748500
1959/3/11,56.35,56.35,56.35,56.35,4160000,0.07,3808500
1959/3/12,56.6,56.6,56.6,56.6,4690000,0.44,3893000
1959/3/13,56.67,56.67,56.67,56.67,4880000,0.12,4005500
1959/3/16,56.06,56.06,56.06,56.06,4420000,-1.08,4073000
1959/3/17,56.52,56.52,56.52,56.52,4730000,0.82,4135500
1959/3/18,56.39,56.39,56.39,56.39,4530000,-0.23,4202500
1959/3/19,56.34,56.34,56.34,56.34,4150000,-0.09,4236000
1959/3/20,56.39,56.39,56.39,56.39,3770000,0.09,4216500
1959/3/23,55.87,55.87,55.87,55.87,3700000,-0.92,4192000
1959/3/24,55.96,55.96,55.96,55.96,3000000,0.16,4125000
1959/3/25,55.88,55.88,55.88,55.88,3280000,-0.14,4100000
1959/3/26,55.76,55.76,55.76,55.76,2900000,-0.21,4048500
1959/3/30,55.45,55.45,55.45,55.45,2940000,-0.56,3980500
1959/3/31,55.44,55.44,55.44,55.44,2820000,-0.02,3911000
1959/4/1,55.69,55.69,55.69,55.69,2980000,0.45,3820500
1959/4/2,56,56,56,56,3220000,0.56,3774000
1959/4/3,56.44,56.44,56.44,56.44,3680000,0.79,3761500
1959/4/6,56.6,56.6,56.6,56.6,3510000,0.28,3740500
1959/4/7,56.48,56.48,56.48,56.48,3020000,-0.21,3715000
1959/4/8,56.21,56.21,56.21,56.21,3260000,-0.48,3682000
1959/4/9,56.17,56.17,56.17,56.17,2830000,-0.07,3615500
1959/4/10,56.22,56.22,56.22,56.22,3000000,0.09,3531000
